word,ML,HW
fractured,1,0
fragment,2,2
fragments,1,0
fragrance,2,0
fragrant,2,0
frail,4,1
frailties,1,0
frailty,8,0
frame,15,2
frames,2,0
franca,10,0
francesco,0,1
francis,14,0
frank,1,1
frankly,0,1
frankness,3,3
frantic,11,3
fraternal,2,0
fraternity,2,0
fraught,2,0
freckles,1,0
frederic,0,66
free,21,6
freed,2,1
freedom,6,0
freely,9,5
freer,1,0
freeze,2,0
freezes,1,0
french,2,0
frenchman,1,1
frenzy,0,1
frequent,12,2
frequently,20,3
fresh,19,1
freshness,1,1
fretted,1,0
friar,54,49
friars,2,3
friday,9,0
fridays,1,0
friend,76,12
friendless,3,3
friendly,10,0
friends,31,5
friendship,39,5
friendships,1,0
fright,5,2
frighten,0,1
frightened,4,2
frightening,1,0
frightens,1,0
frightful,6,0
frivolous,1,0
fronting,1,0
frown,3,2
frowned,2,1
frowning,2,0
frowns,1,0
froze,0,1
frozen,3,0
fruit,1,1
fruition,1,0
fruitless,15,1
fruits,1,0
frustrate,1,0
frustrated,1,0
fuel,0,1
fugitive,9,0
fugitives,1,0
fulfil,2,0
fulfilled,0,1
fulfilling,1,0
fullest,2,0
fullness,2,0
fully,20,1
fulminated,0,1
fulness,0,1
fumes,1,0
funeral,9,0
furies,3,0
furious,1,2
furnish,9,1
furnished,11,0
furnishes,1,0
furniture,3,0
furred,1,0
fury,24,3
fuss,1,0
futile,1,0
future,36,4
futurity,2,0
fye,3,0
gag,3,0
gage,0,1
gagging,1,0
gaieties,1,0
gaiety,5,1
gaily,2,0
gain,11,2
gained,15,3
gainer,1,0
gaining,4,0
galaor,1,0
gale,5,1
gales,1,0
gallant,8,1
gallantly,0,1
gallantry,2,2
gallants,1,0
galled,0,1
galleries,2,0
gallery,0,24
gallician,1,0
galloped,2,1
galuppi,1,0
game,0,1
gang,2,0
gaoler,4,0
gap,0,1
gaping,1,0
garden,28,0
gardener,6,0
gardens,1,0
garland,1,0
garlick,1,0
garment,5,0
garments,6,1
gaston,18,0
gate,8,9
gates,13,4
gathered,3,3
gaul,1,0
gauze,3,0
gave,71,7
gay,6,0
gayferos,1,0
gaze,6,3
gazed,33,3
gazes,2,0
gazing,9,3
gem,1,0
general,17,6
generality,2,1
generally,12,1
generation,0,2
generations,2,2
generosity,8,3
generous,8,8
generously,1,1
genevieve,3,0
genius,6,0
genteel,1,0
gentle,25,11
gentleman,9,2
gentlemen,5,3
gentleness,8,2
gentler,1,0
gentlest,1,0
gentlewoman,0,1
gently,5,4
genuine,1,0
george,1,0
german,4,0
germany,9,0
gesture,1,0
gestures,5,1
gets,1,1
getting,2,1
ghastly,1,1
ghost,51,7
ghostly,2,0
ghosts,7,1
giant,0,8
giants,1,1
giddy,1,0
gift,13,0
gifts,2,0
gigantic,4,6
gild,1,0
gilded,2,0
gilt,1,0
gioje,1,0
girdle,5,0
girl,32,2
given,45,14
gives,4,1
giveth,0,1
giving,12,5
glad,1,2
glade,1,0
gladly,3,1
glaive,1,0
glance,16,1
glanced,3,0
glances,1,0
glare,5,0
glared,2,0
glaring,3,0
glass,1,0
glasses,1,0
gleam,3,3
gleamed,0,1
gleams,2,0
glewed,1,0
glide,1,0
glided,3,0
gliding,1,1
glimmered,2,0
glimmering,7,0
glimpse,1,0
glittering,1,0
gloom,16,0
gloomiest,0,1
gloominess,0,1
gloomy,16,1
gloried,1,0
glories,1,0
glorious,6,0
glory,10,1
glosing,0,1
gloting,2,0
glove,2,0
glow,4,0
glowed,5,0
glowing,4,0
glows,1,0
gluts,1,0
glutted,2,0
gnawed,1,0
goaded,1,0
goals,1,1
goats,1,0
goblet,5,1
goblets,3,1
goblin,1,0
goblins,2,1
god,105,6
godliness,0,1
goes,2,1
going,11,18
gold,4,0
golden,9,0
gone,10,17
gonzalez,3,0
gonzalvo,5,0
good,80,48
goodness,9,2
goodwill,0,1
got,7,2
gothic,1,0
govern,2,1
governed,3,0
governess,3,0
government,1,0
gown,1,0
grace,8,4
graceful,8,0
graceless,1,0
graces,4,0
gracious,6,13
graciously,2,0
gradually,14,0
grains,4,0
grand,9,0
grandees,1,0
grandeur,1,1
grandfather,2,6
grandsire,0,1
grandsons,0,1
grant,17,6
granted,15,2
grants,1,0
grasp,6,0
grasped,8,0
grasping,2,0
grasps,1,0
grass,0,1
grate,20,0
grated,5,0
grateful,11,1
gratefully,2,1
gratification,8,0
gratified,6,0
gratify,6,0
grating,1,1
gratitude,36,2
grave,36,3
gravely,1,1
graves,4,0
gravity,2,2
great,66,30
greater,21,4
greatest,10,1
greatly,6,0
greatness,0,9
greedily,1,0
green,5,0
greenish,2,0
greets,1,0
grew,23,2
grey,2,1
grief,27,13
griefs,0,3
grievances,1,0
grieve,6,0
grieved,11,2
grieves,1,0
grievous,1,1
grievously,3,0
grip,0,1
gripe,1,0
groan,10,1
groaned,3,0
groaning,6,0
groans,22,0
groom,1,0
gross,3,1
grosser,1,0
grossest,1,0
grot,1,0
grotesque,2,0
grotto,9,0
ground,55,7
grounded,4,3
groundless,1,0
grounds,1,0
groundwork,1,1
group,1,2
groupe,1,0
grove,1,0
grovelling,1,0
groves,1,0
grow,4,0
growing,4,1
grown,9,3
guard,11,8
guarded,0,1
guardian,7,1
guardians,1,6
guards,2,5
guess,2,4
guessed,5,0
guesses,0,1
guest,6,1
guests,5,2
guide,9,1
guided,10,2
guides,1,0
guileful,1,0
guilt,35,8
guiltless,2,2
guilty,17,8
guise,0,1
guitar,5,0
guitars,2,0
gulf,0,1
gulph,4,0
gushed,1,1
gust,0,1
gusta,1,0
gustassi,1,0
gusts,1,0
gutenberg,85,85
gypsy,15,0
ha,5,2
habit,19,1
habitable,1,0
habitation,2,0
habited,4,1
habits,1,0
habitual,2,0
hadst,1,1
haft,1,0
haggard,1,0
hague,1,0
hah,1,0
hail,1,0
hair,27,2
hairs,1,1
half,32,5
halidame,0,1
hall,11,11
halloo,2,0
hallowed,2,0
halls,3,0
hamadryad,1,0
hand,177,28
handed,1,0
handkerchief,2,0
handkerchiefs,1,0
handle,1,0
handles,1,0
hands,55,10
handsome,6,3
hanging,1,2
hangings,1,0
hangs,0,1
hapless,1,1
haply,4,0
happen,4,2
happened,9,4
happening,1,0
happiest,1,0
happiness,34,3
happy,28,5
harangue,1,0
harass,1,0
harassed,1,0
harbingers,0,1
harbour,2,3
harboured,1,1
harbouring,3,1
hard,8,2
harden,0,1
hardened,2,2
hardest,1,0
hardships,2,0
hardy,0,2
hark,15,1
harlot,1,0
harm,4,1
harmless,1,2
harmonious,4,0
harmony,1,1
harp,6,0
harping,1,0
harridan,1,0
harsh,3,0
harshly,2,0
harshness,2,1
hart,1,1
harvest,1,0
hast,4,28
haste,8,3
hasted,0,1
hasten,10,1
hastened,69,9
hastening,4,0
hastily,45,8
hasty,3,3
hat,1,0
hate,10,0
hated,0,1
hateful,2,0
hath,2,0
hating,1,0
hatred,4,1
hatter,2,0
haughtily,1,2
haughty,2,1
haunt,3,0
haunted,13,4
haunts,3,0
having,101,15
hazard,0,4
head,74,11
headed,1,1
headlong,1,0
heads,5,2
headstrong,0,2
heal,0,1
healed,1,0
health,17,4
healths,0,1
healthy,1,1
heap,1,1
heaped,3,0
hear,65,24
heard,136,59
heardest,0,1
hearer,1,0
hearing,35,4
hearken,0,1
hears,1,1
heart,188,34
hearted,1,0
hearth,5,0
heartily,3,1
hearts,5,1
hearty,3,0
heat,10,1
heated,3,0
heave,1,0
heaved,4,1
heaven,63,79
heavenly,5,0
heavens,0,6
heaviest,1,0
heavily,3,0
heaving,2,0
heavy,17,3
hedges,1,0
heeded,4,0
heedless,2,0
height,6,3
heighten,1,0
heightened,1,0
heinous,2,0
heir,4,6
heiress,3,2
held,29,5
helena,9,0
hell,8,4
helm,1,0
helmet,1,21
helmets,0,1
help,26,12
helpless,2,2
hem,1,0
hen,1,0
herald,0,11
heralds,0,2
herb,1,0
herbs,2,1
herculean,1,0
hereabout,1,1
heretic,1,0
hermit,5,3
hermitage,8,0
hermits,0,1
hermosa,1,0
hero,6,1
heroine,2,0
hesitate,2,0
hesitated,13,2
hesitating,1,0
hesitation,9,0
hewn,1,0
hid,3,0
hidden,4,0
hide,12,0
hideous,1,0
hiding,2,0
hie,2,1
high,16,2
higher,1,0
highest,6,0
highly,11,0
highness,0,57
highnesses,0,1
hill,4,0
hinder,0,1
hindered,1,0
hinges,4,1
hint,9,1
hints,4,1
hippolita,0,129
hips,1,0
hired,1,0
hispaniola,2,0
hissings,1,0
historian,1,0
history,14,3
hit,0,1
hither,13,6
hitherto,7,1
ho,2,1
hoarsely,1,0
hoarseness,1,0
hoary,2,1
hoisted,1,0
hold,27,8
holder,4,4
holding,7,2
holds,5,0
hole,5,0
holiness,11,1
hollow,11,3
hollowed,0,2
holy,24,38
home,16,1
homely,0,1
homes,1,0
homewards,1,0
honest,11,2
honestly,2,1
honesty,2,3
honeysuckles,1,0
honour,36,11
honourable,2,1
honourably,1,0
honoured,3,1
honours,2,1
honte,1,0
hookham,1,0
hope,71,17
hoped,24,2
hopeless,7,2
hopes,38,6
hoping,6,1
horizon,1,0
horn,2,0
horrible,20,0
horribly,1,0
horrid,4,2
horror,49,11
horrors,13,1
horse,9,3
horseback,2,1
horsemen,1,0
horses,16,1
hospitable,0,2
hospital,0,1
hospitality,2,2
host,14,0
hostage,0,1
hostess,8,0
hot,0,1
hotel,20,0
hottentot,1,0
hour,72,23
hourly,1,1
hours,37,6
house,54,12
houses,2,3
housings,1,0
hovel,1,0
hovered,1,0
hovering,1,1
hovers,1,0
howled,7,0
howling,1,0
howls,1,0
hue,2,0
huge,2,0
human,15,7
humane,0,1
humanity,3,1
humble,6,0
humbling,1,0
humiliating,1,0
humility,6,1
humour,7,1
humoured,3,0
humouredly,2,0
hundreds,1,1
hundredth,1,0
hung,14,3
hunger,7,0
hungry,1,0
hunting,1,0
hurl,1,0
hurled,1,0
hurried,5,2
hurries,1,0
hurry,3,1
hurrying,1,0
hurt,2,1
hurts,1,0
husband,41,9
husbands,0,1
hush,8,0
hushed,9,0
hymn,1,0
hymns,4,0
hypertext,1,1
hypochondriac,1,0
hypocrisy,8,0
hypocrite,8,1
hypocrites,2,0
hypocritical,0,1
iago,6,0
icy,1,0
idea,62,3
ideal,3,0
ideas,25,0
identical,1,0
identification,1,1
identify,1,1
idiotism,2,0
idle,3,2
idly,2,0
idol,9,0
idolatry,3,0
ignobly,1,0
ignominious,0,1
ignominy,1,0
ignorance,13,2
ignorant,26,1
ii,1,1
iii,1,1
il,1,0
ill,45,5
illicit,2,0
illness,20,0
illuminate,1,0
illuminated,4,1
illusion,2,0
illustrated,1,0
illustrious,2,0
image,19,4
images,12,0
imaginary,7,1
imagination,22,1
imaginations,2,0
imagine,5,0
imagined,5,0
imbibed,1,0
imitate,1,0
imitating,1,0
imitation,2,0
immaculate,2,0
immaterial,2,0
immediate,6,4
immediately,79,1
immemorial,1,0
immense,6,1
immersed,0,1
imminent,1,0
immortal,2,0
immortality,1,1
immovable,0,1
immoveable,2,0
immuring,1,0
imogine,11,0
impaired,2,0
impardonable,1,0
impart,1,2
impartial,0,1
imparting,1,0
impatience,24,8
impatient,4,9
impatiently,10,4
impede,1,2
impeded,2,0
impediment,1,0
impediments,1,0
impelled,1,0
impending,5,0
impenetrable,5,0
imperfect,0,4
imperious,1,0
imperiously,0,3
impertinence,1,1
impertinent,1,1
impetuosity,2,5
impetuous,4,0
impetuously,0,2
impiety,2,0
impious,3,7
implacable,2,0
implanted,1,0
implements,1,0
implicit,1,0
implied,2,2
implore,9,2
implored,5,1
imploring,2,0
imply,1,1
implying,0,1
impolicy,1,0
import,3,1
importance,2,0
important,2,5
imported,0,1
imports,0,2
importune,1,0
importuner,1,0
importunities,1,0
importunity,1,0
impose,1,0
imposed,8,3
impossibility,1,0
impossible,29,2
imposter,1,0
impostor,1,3
impotence,1,0
impotent,3,0
impracticable,5,0
imprecations,2,0
impress,2,1
impressed,12,1
impression,15,3
impressions,5,1
imprinted,0,4
imprisoned,1,0
imprisonment,1,0
improbability,0,2
improbable,0,1
improper,4,0
impropriety,3,0
imprudence,13,2
imprudent,9,0
imps,3,0
impudent,1,0
impulse,7,2
impunity,2,0
impure,3,0
impurity,3,0
imputation,1,1
impute,0,1
imputed,1,1
inability,2,0
inaccurate,1,1
inactivity,1,0
inadequate,1,1
inadvertent,0,1
inanimate,4,0
inarticulate,1,0
inattentive,2,0
inborn,1,0
inbred,1,0
incantation,1,0
incantations,2,0
incapable,7,3
incapacitate,1,0
incense,1,1
incensed,10,2
incentives,0,1
incertitude,3,0
incessant,1,0
incessantly,1,0
incest,1,0
incestuous,1,1
inch,1,0
incident,1,1
incidental,2,1
incite,0,1
incited,1,0
inclemency,2,0
inclination,9,5
inclinations,8,0
inclined,7,0
inclosed,2,0
include,1,1
included,2,2
includes,1,1
including,9,9
incognita,1,0
incognito,2,0
incoherent,2,2
incomparable,0,1
incompatible,2,0
incomplete,1,1
incongruous,0,1
inconsiderable,0,1
inconsiderate,1,1
inconsistent,0,1
inconstant,3,0
incontinence,8,0
inconvenience,4,0
inconveniencies,1,0
incorrectness,1,0
incorruptible,1,0
increase,9,2
increased,25,2
increases,2,0
increasing,4,2
incredible,2,1
incredulity,2,0
incrusted,1,0
inculcate,1,0
inculcated,1,1
inculcates,1,0
incumbent,1,0
incurable,1,0
incurious,1,0
incurred,1,1
incurring,2,0
indebted,3,1
indecent,3,0
indecision,2,0
indefatigable,1,0
indemnify,1,1
indemnity,1,1
india,2,0
indian,3,0
indicate,1,1
indicating,1,1
indication,0,2
indies,3,0
indifference,5,4
indifferent,7,3
indigence,1,0
indignant,1,0
indignation,7,3
indirect,1,1
indirectly,1,1
indiscreetly,1,0
indiscretion,1,1
indiscriminately,1,0
indispensable,1,0
indisposed,2,0
indisposition,3,0
indistinct,1,1
individual,4,4
indolence,1,0
induce,13,0
induced,14,0
inducement,1,0
inducing,1,0
indulge,7,3
indulged,5,2
indulgence,9,1
indulgent,2,1
indulging,4,1
indurable,1,0
ineffectual,1,0
inesilla,3,0
inestimable,2,0
inevitable,8,0
inexhaustible,1,0
inexpressible,10,0
inexpressibly,1,0
infallible,1,0
infallibly,0,1
infamous,5,0
infamy,8,0
infancy,4,1
infant,14,0
infatuated,1,0
infected,1,1
infectious,1,0
inferior,2,0
infernal,10,4
inferred,1,0
infested,3,1
infidels,0,3
infinite,12,0
infinitely,5,0
infinity,1,0
infirm,0,1
infirmities,0,1
inflame,2,1
inflamed,4,1
inflames,1,0
inflammable,1,0
inflammation,1,0
inflated,1,0
inflexibility,2,1
inflexible,5,0
inflict,2,0
inflicted,4,0
inflictest,0,1
influence,20,2
influenced,6,0
inform,19,3
information,15,11
informed,34,12
informing,3,0
informs,1,0
infringe,1,0
infringed,1,0
infringement,1,1
infringing,1,0
infuse,2,0
infused,1,1
infusing,1,0
infusion,0,1
ingrate,1,0
ingratiate,3,0
ingratitude,8,0
inhabit,3,2
inhabitant,1,0
inhabitants,9,0
inhabited,3,0
inheritance,1,1
inhuman,6,2
inhumanity,3,0
iniquity,4,0
injoined,1,0
injunction,3,0
injunctions,8,0
injure,2,2
injured,1,2
injuries,2,4
injuring,0,2
injurious,1,4
injury,1,2
injustice,4,1
ink,1,0
inmost,0,2
inn,11,0
innate,1,0
inner,1,2
innocence,16,5
innocent,27,5
innocently,1,1
innocents,1,0
innovators,0,1
innumerable,2,0
inquietude,12,1
inquire,0,4
inquired,0,2
inquiries,0,1
inquiring,0,2
inquisition,14,0
inquisitiveness,0,1
inquisitor,5,0
inquisitors,10,0
insanity,1,0
insatiable,1,0
insatiate,2,0
inscription,2,0
insect,1,0
insects,1,0
insecure,1,0
insensibility,6,1
insensible,15,4
insensibly,8,1
inseparable,1,0
inside,1,0
insignificant,4,0
insincere,1,0
insinuate,2,0
insinuated,2,0
insinuating,0,1
insinuation,0,1
insinuations,2,0
insipid,1,0
insist,10,1
insisted,10,0
insisting,1,1
insolence,0,2
insolent,2,3
inspect,1,0
inspection,4,0
inspiration,1,0
inspire,17,4
inspired,26,6
inspires,0,1
inspiring,2,0
instance,7,0
instances,3,1
instant,12,12
instantaneous,2,0
instantaneously,2,0
instantly,22,5
instead,7,4
instigated,2,0
instil,1,0
instinct,2,0
institution,1,0
instruct,3,0
instructed,5,0
instructing,2,0
instructions,4,0
instructors,2,0
instrument,7,3
instruments,2,0
insult,8,4
insulting,1,0
insults,3,0
insuperable,2,0
insupportable,5,0
insure,1,0
insurmountable,2,0
intellects,1,0
intellectual,2,2
intelligence,27,1
intelligent,1,0
intelligible,2,0
intemperance,0,1
intemperate,1,0
intemperately,0,1
intend,2,1
intended,15,2
intending,6,1
intense,1,0
intention,23,4
intentional,0,1
intentions,4,2
intercede,2,2
intercepted,1,0
intercession,0,3
intercessions,1,0
intercourse,0,2
interest,30,6
interested,5,3
interesting,6,1
interests,9,0
interfere,2,2
interfered,1,0
interference,2,0
interfering,1,0
interim,4,0
interior,3,0
interlarded,1,0
intermarriage,0,1
interment,2,0
internal,1,1
internally,1,0
international,1,1
interpose,0,1
interposing,1,0
interposition,1,1
interpreted,1,1
interpreters,1,0
interred,0,1
interrogate,1,1
interrogated,2,0
interrupt,6,2
interrupted,39,14
interrupting,5,3
interruption,4,3
interruptions,1,0
interstices,1,0
intervals,10,0
intervention,0,1
interview,3,3
intimacy,1,0
intimate,1,0
intimated,1,1
intimately,1,0
intimation,1,0
intolerable,0,1
intoxicated,1,0
intoxication,0,1
intrepidity,3,1
intricate,0,1
intrigue,2,2
intrigues,1,0
introduce,1,0
introduced,4,0
introduction,1,0
intruder,2,1
intrusion,1,2
intrusted,1,0
invalid,2,0
invalidity,1,1
inveighed,1,0
invent,4,0
invented,3,0
invention,5,1
investigation,1,0
inveterate,3,0
invincible,0,1
invisible,2,2
invitation,2,1
invite,2,0
invited,2,2
inviting,1,2
invoke,3,0
invoking,1,0
involuntarily,9,0
involuntary,6,0
involved,2,1
involves,1,0
inwardly,0,3
inwards,0,2
ire,1,0
irksome,1,1
iron,13,1
ironical,1,0
irreconcileable,2,0
irregular,2,1
irregularity,2,0
irreparable,1,0
irreparably,1,0
irreproachable,2,0
irresistible,8,0
irresistibly,3,0
irresolute,8,0
irresolution,2,0
irretrievably,1,0
irrevocably,2,0
irritate,1,0
irritates,1,0
irs,1,1
isabella,0,200
iseult,1,0
islands,2,0
issue,2,5
issued,1,1
italian,0,4
italy,0,1
iv,1,1
ivory,2,0
ivy,3,0
ix,1,0
jacintha,47,0
jacques,13,0
jago,1,0
james,1,0
jaquez,0,16
jar,1,0
jaws,0,1
jealous,4,4
jealousies,1,0
jealousy,7,4
jerome,1,70
jessamine,1,0
jest,0,1
jesus,7,0
jet,0,1
jew,2,0
jewel,1,2
jewels,3,0
join,5,5
joined,12,1
joining,1,0
joins,1,0
jokes,1,0
jolted,1,0
joppa,0,2
journey,9,1
journeyman,1,0
joy,36,6
joyed,1,0
joyful,1,0
joyfully,4,0
joyless,1,0
joys,12,0
judge,27,0
judged,5,1
judgements,1,0
judges,6,0
judging,3,0
judgment,10,2
judgments,0,5
jugs,1,0
juice,1,0
julia,2,0
julian,4,0
juster,0,1
justice,10,3
justification,1,0
justified,5,0
justifies,0,1
justify,5,2
justly,3,0
justness,1,0
keen,1,0
keened,1,0
keener,2,0
keeping,8,3
keeps,0,1
kept,22,4
key,20,2
keyhole,3,0
kicking,1,0
kill,2,0
killed,3,1
kind,22,5
kindle,1,0
kindly,1,1
kindness,11,1
kindred,0,1
king,14,0
kingdom,0,1
kingdoms,2,0
kiss,12,2
kissed,17,0
kisses,7,1
kitchen,2,0
knave,0,1
knee,5,0
kneel,1,2
kneeling,4,3
kneels,1,0
knees,25,5
knelt,3,1
knew,58,22
knife,2,0
knight,12,49
knighted,0,1
knights,0,12
knitting,1,0
knob,2,0
knock,4,0
knocked,2,0
knocking,3,0
knocks,1,0
knot,0,1
know,113,76
knowest,2,4
knowing,10,6
knowledge,32,4
known,48,9
knows,11,10
la,2,0
laboratory,3,0
labour,6,2
laboured,5,0
labourer,0,1
labourers,0,1
labouring,1,0
labyrinth,3,3
lace,1,0
lad,2,0
ladder,2,0
laden,1,0
ladies,11,7
lads,4,0
lady,91,76
lags,1,0
laid,9,4
lake,1,1
lament,10,0
lamentable,1,1
lamentations,4,0
lamented,9,0
lamenting,2,0
laments,2,0
lamp,55,3
lamps,4,0
lance,0,2
lancet,3,0
lanched,1,0
land,6,5
landlady,3,0
landlord,5,0
lands,2,0
language,9,4
languid,2,0
languish,2,0
languished,1,0
languishing,0,1
languor,2,0
lap,2,0
laps,1,0
lapse,2,0
large,21,6
las,34,0
lascivious,1,0
lashes,1,0
lasted,3,1
lasting,2,0
lastly,1,0
latch,4,0
late,34,6
lately,7,0
latent,1,0
later,2,1
latticed,0,1
laudable,1,1
lauenstein,1,0
laugh,4,0
laughable,1,0
laughed,2,0
laughter,4,0
launched,1,0
lave,2,0
lavished,1,0
law,18,8
lawful,3,7
laws,21,13
lay,48,4
laying,3,2
laymen,1,0
lead,10,4
leaden,1,0
leading,7,0
leads,0,1
leaf,2,0
leafless,1,0
league,0,2
leagues,1,0
lean,3,1
leaning,6,1
leanness,1,0
learn,7,11
learned,0,6
learning,3,0
learnt,6,2
leather,1,0
leathern,2,0
leave,63,15
leaves,6,1
leaving,11,5
leavings,1,0
lecture,3,0
led,20,7
lee,1,0
left,93,17
leg,1,4
legacy,1,0
legal,2,3
legality,0,2
legally,1,1
legend,1,0
legible,1,0
legion,1,0
legions,1,0
leisure,4,2
lend,1,1
length,100,5
lengthen,1,0
lenity,3,0
leonella,40,0
lerma,3,0
lesbia,1,0
lessen,0,1
lessening,1,0
lessons,4,1
lest,30,3
let,104,39
lets,1,1
letter,39,2
letters,6,1
letting,1,0
level,4,0
levels,0,1
levity,1,0
lewd,1,0
liability,3,3
liable,1,3
liberal,2,1
liberally,3,0
liberated,1,0
liberties,2,0
liberty,35,6
library,3,1
license,16,16
licensed,1,1
licentious,2,0
licentiousness,2,0
lie,5,4
lies,8,2
lieu,2,2
life,115,35
lifeless,12,1
lifetime,1,0
lift,2,4
lifted,12,0
lifting,2,1
light,71,6
lighted,5,0
lightened,3,0
lightening,1,0
lightly,1,1
lightning,7,0
lights,9,1
like,36,17
liked,2,0
likely,8,2
likes,2,0
likewise,0,2
liking,0,3
lily,2,1
limb,1,0
limbs,21,0
limitation,3,3
limited,5,5
limits,1,0
lindenberg,36,0
line,2,2
lineage,0,2
lined,2,0
linen,2,0
linens,1,0
lines,20,3
linger,2,0
lingered,1,0
lingering,2,0
lining,1,0
linked,1,2
links,3,3
linnet,1,0
lion,1,0
lip,5,0
lips,55,3
liquidate,0,1
liquids,1,0
liquor,14,0
list,2,2
listen,25,5
listened,42,5
listening,7,0
listless,1,0
listlessly,1,0
lists,1,0
literary,13,13
literature,1,0
litter,2,3
little,99,33
live,30,5
lived,10,2
liveliness,1,0
lively,15,0
liver,1,0
liveries,1,0
lives,5,3
livid,3,0
living,11,4
lizard,1,0
lo,6,0
load,2,0
loaded,12,0
loads,1,0
loaf,2,0
loathe,0,1
loathed,2,0
loathing,1,0
loathsome,6,0
located,5,5
locations,1,1
lock,4,7
locked,1,4
locking,0,1
locks,3,2
lodge,3,0
lodged,2,1
lodger,3,0
lodging,3,0
lodgings,1,0
lofty,5,0
logician,1,0
logs,1,0
loins,0,1
lollop,1,0
lone,2,0
lonely,5,0
long,109,19
longed,7,0
longer,63,10
longing,1,0
longs,0,1
longueville,1,0
look,77,9
looked,58,4
looking,8,5
looks,19,3
loose,8,2
loosened,3,0
lope,1,0
lopez,0,2
loquacity,1,0
lord,20,145
lordship,1,2
lorenzo,242,0
loretto,1,0
lose,26,6
loses,1,0
losing,17,0
loss,31,9
lost,44,11
lot,9,3
lots,1,0
loud,29,0
louder,2,1
loudly,9,0
lounge,1,0
louring,1,0
love,107,26
loved,22,1
lovelier,1,0
lovely,47,8
lover,19,3
lovers,2,1
loves,9,1
lovesick,1,0
loving,4,0
low,29,3
lower,5,1
lowered,2,0
lowliness,0,1
lowly,1,0
lowness,1,0
lucas,5,0
lucia,1,0
lucifer,4,0
luck,1,0
luckier,1,0
luckiest,1,0
luckily,6,0
luneville,2,0
lungs,1,0
luring,1,0
lurk,2,0
lurking,1,0
lust,25,1
lusted,1,0
lustful,6,0
lustily,1,0
lustre,3,0
lustreless,1,0
lutes,1,0
luther,0,1
luxuriance,1,0
luxurious,5,0
luxury,5,0
lye,1,0
lyes,1,0
lying,6,1
lyre,6,0
macbeth,1,0
machine,3,1
machinery,0,1
mad,7,0
madam,1,35
madame,1,0
madding,1,0
madly,1,0
madman,1,0
madness,8,0
madona,12,0
madrid,82,0
magic,10,1
magician,1,3
magistrature,1,0
magnificence,1,0
magnificent,3,1
magnified,1,0
magnitude,2,1
mahomet,2,0
maid,19,5
maiden,3,2
maidens,1,2
mail,1,1
maimed,1,0
main,3,1
maintain,2,0
maintained,1,1
maintaining,1,1
majestic,4,0
majesty,5,0
majority,1,0
maker,5,0
makes,18,2
making,21,4
malady,11,0
male,1,3
malevolence,1,0
malevolent,1,0
malice,4,1
malicious,5,0
maliciously,1,0
malignant,2,0
malignity,1,0
man,104,77
manage,1,0
managed,2,0
management,0,1
manager,1,1
manages,1,0
mandate,5,0
mandates,1,0
manfred,0,313
mangled,1,1
manhood,3,0
mania,1,0
manifested,0,1
mankind,14,3
manliness,1,0
manly,2,3
manner,26,7
manners,21,1
mansion,5,0
manuel,0,1
mar,1,0
marble,6,3
marched,1,4
marching,1,0
marchioness,6,0
mare,1,0
marguerite,46,0
maria,2,0
mariana,3,0
marias,1,0
mark,9,4
marked,19,4
marks,11,1
marquis,80,35
marred,1,0
marriage,14,16
marriages,0,1
married,6,4
marries,1,0
marrowless,1,0
marry,8,1
marrying,0,1
marshes,1,0
marsigli,0,1
martelli,0,3
martial,2,1
martin,1,0
martyrs,1,0
marvel,0,2
marvellous,4,0
marvels,0,1
mary,2,3
mashed,1,0
mask,1,0
mass,5,0
masses,3,1
massy,4,0
master,27,2
mastered,2,0
mastering,1,1
masterly,1,1
masters,2,1
match,4,2
matching,0,1
material,0,1
materials,2,1
maternal,3,0
matilda,199,169
matins,9,0
matrimony,2,1
matted,2,0
matter,11,9
matters,2,2
maturity,0,1
mauvaise,1,0
maximum,1,1
mayhap,0,1
mayst,0,2
meagre,1,0
meal,2,0
meals,2,0
mean,16,15
meanest,0,1
meaning,8,6
meanness,3,0
means,100,15
meant,9,2
meantime,1,6
measure,7,1
measured,3,0
measures,3,4
meddling,0,2
mediation,2,1
medical,1,0
medicean,1,0
medicine,13,0
medicines,2,0
medicis,1,0
medina,33,0
meditate,1,0
meditated,5,2
meditates,0,1
meditating,1,2
meditation,0,2
meditations,4,0
medium,7,5
meekness,0,1
meet,28,13
meeting,7,2
meetings,1,0
meets,1,0
melancholy,55,9
melchior,1,0
melesindra,1,0
mello,2,0
mellowed,1,0
melodious,8,0
melody,6,0
melted,3,1
melting,3,0
melts,0,2
member,1,0
members,2,0
memory,12,4
men,27,7
menace,5,1
menaced,3,0
menaces,4,1
menacing,1,0
mend,3,0
mental,2,0
mention,9,4
mentioned,25,0
mentioning,4,1
mercenary,1,1
merchantability,1,1
merciful,1,1
merciless,1,0
mercy,32,1
mere,5,2
merely,8,0
merit,15,2
merited,4,0
merits,6,0
merriment,1,0
merry,1,0
mess,1,0
message,5,3
messenger,0,1
messengers,2,2
met,23,13
metamorphoses,1,0
metaphors,1,0
meteors,1,0
methinks,2,1
method,2,3
methods,1,2
methought,4,2
mi,1,0
michael,1,1
middle,8,2
midnight,22,0
midst,3,1
mightest,0,1
mightier,0,1
mightily,1,0
mightiness,0,1
mighty,4,1
miguel,1,0
mild,4,0
milder,5,0
